Date,Fighter A,Fighter B,Winner,Weight Class,Method,Round,Time
"November 30, 2018",Roosevelt Roberts,Darrell Horcher,Roosevelt Roberts,Lightweight,SUBGuillotine Choke,1,4:50
"November 30, 2018",Tim Means,Ricky Rainey,Tim Means,Welterweight,KO/TKOPunches,1,1:18
"November 30, 2018",Raoni Barcelos,Chris Gutierrez,Raoni Barcelos,Bantamweight,SUBRear Naked Choke,2,4:12
"November 24, 2018",Francis Ngannou,Curtis Blaydes,Francis Ngannou,Heavyweight,KO/TKOPunch,1,0:45
"November 24, 2018",Alistair Overeem,Sergei Pavlovich,Alistair Overeem,Heavyweight,KO/TKOPunches,1,4:21
"November 24, 2018",Song Yadong,Vince Morales,Song Yadong,Bantamweight,U-DEC,3,5:00
"November 24, 2018",Li Jingliang,David Zawada,Li Jingliang,Welterweight,KO/TKOKick,3,4:07
"November 24, 2018",Alex Morono,Song Kenan,Alex Morono,Welterweight,U-DEC,3,5:00
"November 24, 2018",Wu Yanan,Lauren Mueller,Wu Yanan,Women's Flyweight,SUBArmbar,1,4:00
"November 24, 2018",Rashad Coulter,Hu Yaozong,Rashad Coulter,Light Heavyweight,U-DEC,3,5:00
"November 24, 2018",Zhang Weili,Jessica Aguilar,Zhang Weili,Women's Strawweight,SUBArmbar,1,3:41
"November 24, 2018",Pingyuan Liu,Martin Day,Pingyuan Liu,Bantamweight,S-DEC,3,5:00
"November 24, 2018",Yan Xiaonan,Syuri Kondo,Yan Xiaonan,Women's Strawweight,U-DEC,3,5:00
"November 24, 2018",Kevin Holland,John Phillips,Kevin Holland,Middleweight,SUBRear Naked Choke,3,4:05
"November 24, 2018",Louis Smolka,Sumudaerji,Louis Smolka,Bantamweight,SUBArmbar,2,2:07
"November 17, 2018",Santiago Ponzinibbio,Neil Magny,Santiago Ponzinibbio,Welterweight,KO/TKOPunch,4,2:36
"November 17, 2018",Ricardo Lamas,Darren Elkins,Ricardo Lamas,Featherweight,KO/TKOElbows,3,4:09
"November 17, 2018",Johnny Walker,Khalil Rountree Jr.,Johnny Walker,Light Heavyweight,KO/TKOElbow,1,1:57
"November 17, 2018",Ian Heinisch,Cezar Ferreira,Ian Heinisch,Middleweight,U-DEC,3,5:00
"November 17, 2018",Marlon Vera,Guido Cannetti,Marlon Vera,Bantamweight,SUBRear Naked Choke,2,1:31
"November 17, 2018",Cynthia Calvillo,Poliana Botelho,Cynthia Calvillo,Women's Strawweight,SUBRear Naked Choke,1,4:48
"November 17, 2018",Michel Prazeres,Bartosz Fabinski,Michel Prazeres,Welterweight,SUBGuillotine Choke,1,1:02
"November 17, 2018",Alexandre Pantoja,Yuta Sasaki,Alexandre Pantoja,Flyweight,SUBRear Naked Choke,1,2:18
"November 17, 2018",Austin Arnett,Humberto Bandenay,Austin Arnett,Featherweight,U-DEC,3,5:00
"November 17, 2018",Laureano Staropoli,Hector Aldana,Laureano Staropoli,Welterweight,U-DEC,3,5:00
"November 17, 2018",Jesus Pinedo,Devin Powell,Jesus Pinedo,Lightweight,U-DEC,3,5:00
"November 17, 2018",Nad Narimani,Anderson Dos Santos,Nad Narimani,Featherweight,U-DEC,3,5:00
"November 10, 2018",Yair Rodriguez,Chan Sung Jung,Yair Rodriguez,Featherweight,KO/TKOElbow,5,4:59
"November 10, 2018",Donald Cerrone,Mike Perry,Donald Cerrone,Welterweight,SUBArmbar,1,4:46
"November 10, 2018",Germaine de Randamie,Raquel Pennington,Germaine de Randamie,Women's Bantamweight,U-DEC,3,5:00
"November 10, 2018",Beneil Dariush,Thiago Moises,Beneil Dariush,Lightweight,U-DEC,3,5:00
"November 10, 2018",Maycee Barber,Hannah Cifers,Maycee Barber,Women's Strawweight,KO/TKOPunches,2,2:01
"November 10, 2018",Michael Trizano,Luis Pena,Michael Trizano,Lightweight,S-DEC,3,5:00
"November 10, 2018",Ashley Yoder,Amanda Cooper,Ashley Yoder,Women's Strawweight,S-DEC,3,5:00
"November 10, 2018",Chas Skelly,Bobby Moffett,Draw/NC,Featherweight,OverturnedD'Arce Choke,2,2:43
"November 10, 2018",Davi Ramos,John Gunther,Davi Ramos,Lightweight,SUBRear Naked Choke,1,1:57
"November 10, 2018",Devonte Smith,Julian Erosa,Devonte Smith,Lightweight,KO/TKOPunches,1,0:46
"November 10, 2018",Eric Shelton,Joseph Morales,Eric Shelton,Flyweight,S-DEC,3,5:00
"November 10, 2018",Mark De La Rosa,Joby Sanchez,Mark De La Rosa,Bantamweight,S-DEC,3,5:00
"November 03, 2018",Daniel Cormier,Derrick Lewis,Daniel Cormier,Heavyweight,SUBRear Naked Choke,2,2:14
"November 03, 2018",Jacare Souza,Chris Weidman,Jacare Souza,Middleweight,KO/TKOPunches,3,2:46
"November 03, 2018",Jared Cannonier,David Branch,Jared Cannonier,Middleweight,KO/TKOPunches,2,0:39
"November 03, 2018",Karl Roberson,Jack Marshman,Karl Roberson,Middleweight,U-DEC,3,5:00
"November 03, 2018",Israel Adesanya,Derek Brunson,Israel Adesanya,Middleweight,KO/TKOPunches,1,4:51
"November 03, 2018",Jordan Rinaldi,Jason Knight,Jordan Rinaldi,Featherweight,U-DEC,3,5:00
"November 03, 2018",Sijara Eubanks,Roxanne Modafferi,Sijara Eubanks,Women's Flyweight,U-DEC,3,5:00
"November 03, 2018",Sheymon Moraes,Julio Arce,Sheymon Moraes,Featherweight,S-DEC,3,5:00
"November 03, 2018",Lyman Good,Ben Saunders,Lyman Good,Welterweight,KO/TKOPunches,1,1:32
"November 03, 2018",Matt Frevola,Lando Vannata,Draw/NC,Lightweight,M-DEC,3,5:00
"November 03, 2018",Shane Burgos,Kurt Holobaugh,Shane Burgos,Featherweight,SUBArmbar,1,2:11
"November 03, 2018",Marcos Rogerio de Lima,Adam Wieczorek,Marcos Rogerio de Lima,Heavyweight,U-DEC,3,5:00
"October 27, 2018",Anthony Smith,Volkan Oezdemir,Anthony Smith,Light Heavyweight,SUBRear Naked Choke,3,4:26
"October 27, 2018",Michael Johnson,Artem Lobov,Michael Johnson,Featherweight,U-DEC,3,5:00
"October 27, 2018",Misha Cirkunov,Patrick Cummins,Misha Cirkunov,Light Heavyweight,SUBArm Triangle,1,2:40
"October 27, 2018",Andre Soukhamthath,Jonathan Martinez,Andre Soukhamthath,Bantamweight,U-DEC,3,5:00
"October 27, 2018",Gian Villante,Ed Herman,Gian Villante,Light Heavyweight,S-DEC,3,5:00
"October 27, 2018",Court McGee,Alex Garcia,Court McGee,Welterweight,U-DEC,3,5:00
"October 27, 2018",Sean Strickland,Nordine Taleb,Sean Strickland,Welterweight,KO/TKOPunch,2,3:10
"October 27, 2018",Nasrat Haqparast,Thibault Gouti,Nasrat Haqparast,Lightweight,U-DEC,3,5:00
"October 27, 2018",Calvin Kattar,Chris Fishgold,Calvin Kattar,Featherweight,KO/TKOPunch,1,4:11
"October 27, 2018",Talita Bernardo,Sarah Moras,Talita Bernardo,Women's Bantamweight,U-DEC,3,5:00
"October 27, 2018",Don Madge,Te Edwards,Don Madge,Lightweight,KO/TKOKick,2,0:14
"October 27, 2018",Arjan Bhullar,Marcelo Golm,Arjan Bhullar,Heavyweight,U-DEC,3,5:00
"October 27, 2018",Stevie Ray,Jessin Ayari,Stevie Ray,Lightweight,U-DEC,3,5:00
"October 06, 2018",Khabib Nurmagomedov,Conor McGregor,Khabib Nurmagomedov,Lightweight,SUBRear Naked Choke,4,3:03
"October 06, 2018",Tony Ferguson,Anthony Pettis,Tony Ferguson,Lightweight,KO/TKO,2,5:00
"October 06, 2018",Dominick Reyes,Ovince Saint Preux,Dominick Reyes,Light Heavyweight,U-DEC,3,5:00
"October 06, 2018",Derrick Lewis,Alexander Volkov,Derrick Lewis,Heavyweight,KO/TKOPunches,3,4:49
"October 06, 2018",Michelle Waterson-Gomez,Felice Herrig,Michelle Waterson-Gomez,Women's Strawweight,U-DEC,3,5:00
"October 06, 2018",Jussier Formiga,Sergio Pettis,Jussier Formiga,Flyweight,U-DEC,3,5:00
"October 06, 2018",Vicente Luque,Jalin Turner,Vicente Luque,Welterweight,KO/TKOPunches,1,3:52
"October 06, 2018",Aspen Ladd,Tonya Evinger,Aspen Ladd,Women's Bantamweight,KO/TKOPunches,1,3:26
"October 06, 2018",Scott Holtzman,Alan Patrick,Scott Holtzman,Lightweight,KO/TKOElbows,3,3:42
"October 06, 2018",Yana Santos,Lina Lansberg,Yana Santos,Women's Bantamweight,U-DEC,3,5:00
"October 06, 2018",Nik Lentz,Gray Maynard,Nik Lentz,Lightweight,KO/TKOKick,2,1:19
"October 06, 2018",Anthony Rocco Martin,Ryan LaFlare,Anthony Rocco Martin,Welterweight,KO/TKOKick,3,1:00
"September 22, 2018",Thiago Santos,Eryk Anders,Thiago Santos,Light Heavyweight,KO/TKO,3,5:00
"September 22, 2018",Alex Oliveira,Carlo Pedersoli Jr.,Alex Oliveira,Welterweight,KO/TKOPunch,1,0:39
"September 22, 2018",Rogerio Nogueira,Sam Alvey,Rogerio Nogueira,Light Heavyweight,KO/TKOPunch,2,1:00
"September 22, 2018",Andre Ewell,Renan Barao,Andre Ewell,Bantamweight,S-DEC,3,5:00
"September 22, 2018",Randa Markos,Marina Rodriguez,Draw/NC,Women's Strawweight,M-DEC,3,5:00
"September 22, 2018",Charles Oliveira,Christos Giagos,Charles Oliveira,Lightweight,SUBRear Naked Choke,2,3:22
"September 22, 2018",Francisco Trinaldo,Evan Dunham,Francisco Trinaldo,Lightweight,KO/TKOKnee,2,4:10
"September 22, 2018",Ryan Spann,Luis Henrique,Ryan Spann,Light Heavyweight,U-DEC,3,5:00
"September 22, 2018",Augusto Sakai,Chase Sherman,Augusto Sakai,Heavyweight,KO/TKOPunches,3,4:03
"September 22, 2018",Sergio Moraes,Ben Saunders,Sergio Moraes,Welterweight,SUBArm Triangle,2,4:42
"September 22, 2018",Mayra Bueno Silva,Gillian Robertson,Mayra Bueno Silva,Women's Flyweight,SUBArmbar,1,4:55
"September 22, 2018",Thales Leites,Hector Lombard,Thales Leites,Middleweight,U-DEC,3,5:00
"September 22, 2018",Elizeu Zaleski dos Santos,Luigi Vendramini,Elizeu Zaleski dos Santos,Welterweight,KO/TKOFlying Knee,2,1:20
"September 22, 2018",Livinha Souza,Alex Chambers,Livinha Souza,Women's Strawweight,SUBGuillotine Choke,1,1:21
"September 15, 2018",Aleksei Oleinik,Mark Hunt,Aleksei Oleinik,Heavyweight,SUBRear Naked Choke,1,4:26
"September 15, 2018",Jan Blachowicz,Nikita Krylov,Jan Blachowicz,Light Heavyweight,SUBArm Triangle,2,2:41
"September 15, 2018",Shamil Abdurakhimov,Andrei Arlovski,Shamil Abdurakhimov,Heavyweight,U-DEC,3,5:00
"September 15, 2018",Aleksei Kunchenko,Thiago Alves,Aleksei Kunchenko,Welterweight,U-DEC,3,5:00
"September 15, 2018",Khalid Murtazaliev,CB Dollaway,Khalid Murtazaliev,Middleweight,KO/TKOPunches,2,5:00
"September 15, 2018",Petr Yan,Jin Soo Son,Petr Yan,Bantamweight,U-DEC,3,5:00
"September 15, 2018",Rustam Khabilov,Kajan Johnson,Rustam Khabilov,Lightweight,S-DEC,3,5:00
"September 15, 2018",Mairbek Taisumov,Desmond Green,Mairbek Taisumov,Lightweight,U-DEC,3,5:00
"September 15, 2018",Magomed Ankalaev,Marcin Prachnio,Magomed Ankalaev,Light Heavyweight,KO/TKOKick,1,3:09
"September 15, 2018",Jordan Johnson,Adam Yandiev,Jordan Johnson,Middleweight,SUBArm Triangle,2,0:42
"September 15, 2018",Ramazan Emeev,Stefan Sekulic,Ramazan Emeev,Welterweight,U-DEC,3,5:00
"September 15, 2018",Merab Dvalishvili,Terrion Ware,Merab Dvalishvili,Bantamweight,U-DEC,3,5:00
"September 08, 2018",Tyron Woodley,Darren Till,Tyron Woodley,Welterweight,SUBD'Arce Choke,2,4:19
"September 08, 2018",Jessica Andrade,Karolina Kowalkiewicz,Jessica Andrade,Women's Strawweight,KO/TKOPunch,1,1:58
"September 08, 2018",Zabit Magomedsharipov,Brandon Davis,Zabit Magomedsharipov,Featherweight,SUBSuloev Stretch,2,3:46
"September 08, 2018",Jimmie Rivera,John Dodson,Jimmie Rivera,Bantamweight,U-DEC,3,5:00
"September 08, 2018",Abdul Razak Alhassan,Niko Price,Abdul Razak Alhassan,Welterweight,KO/TKOPunches,1,0:43
"September 08, 2018",Tatiana Suarez,Carla Esparza,Tatiana Suarez,Women's Strawweight,KO/TKOPunches,3,4:33
"September 08, 2018",Aljamain Sterling,Cody Stamann,Aljamain Sterling,Bantamweight,SUBSuloev Stretch,2,3:42
"September 08, 2018",Geoff Neal,Frank Camacho,Geoff Neal,Welterweight,KO/TKOKick,2,1:23
"September 08, 2018",Darren Stewart,Charles Byrd,Darren Stewart,Middleweight,KO/TKOElbow,2,2:17
"September 08, 2018",Diego Sanchez,Craig White,Diego Sanchez,Welterweight,U-DEC,3,5:00
"September 08, 2018",Jim Miller,Alex White,Jim Miller,Lightweight,SUBRear Naked Choke,1,1:29
"September 08, 2018",Irene Aldana,Lucie Pudilova,Irene Aldana,Women's Bantamweight,S-DEC,3,5:00
"September 08, 2018",Jarred Brooks,Robert Sanchez,Jarred Brooks,Flyweight,S-DEC,3,5:00
"August 25, 2018",Justin Gaethje,James Vick,Justin Gaethje,Lightweight,KO/TKOPunch,1,1:27
"August 25, 2018",Michael Johnson,Andre Fili,Michael Johnson,Featherweight,S-DEC,3,5:00
"August 25, 2018",Cortney Casey,Angela Hill,Cortney Casey,Women's Strawweight,S-DEC,3,5:00
"August 25, 2018",Bryan Barberena,Jake Ellenberger,Bryan Barberena,Welterweight,KO/TKOPunch,1,2:26
"August 25, 2018",Deiveson Figueiredo,John Moraga,Deiveson Figueiredo,Flyweight,KO/TKOPunch,2,3:08
"August 25, 2018",Eryk Anders,Tim Williams,Eryk Anders,Middleweight,KO/TKOKick,3,4:42
"August 25, 2018",James Krause,Warlley Alves,James Krause,Welterweight,KO/TKOFlying Knee,2,2:28
"August 25, 2018",Cory Sandhagen,Iuri Alcantara,Cory Sandhagen,Bantamweight,KO/TKOPunches,2,1:01
"August 25, 2018",Andrew Sanchez,Markus Perez,Andrew Sanchez,Middleweight,U-DEC,3,5:00
"August 25, 2018",Mickey Gall,George Sullivan,Mickey Gall,Welterweight,SUBRear Naked Choke,1,1:09
"August 25, 2018",Joanne Wood,Kalindra Faria,Joanne Wood,Women's Flyweight,SUBArmbar,1,4:57
"August 25, 2018",Drew Dober,Jon Tuck,Drew Dober,Lightweight,U-DEC,3,5:00
"August 25, 2018",Rani Yahya,Luke Sanders,Rani Yahya,Bantamweight,SUBHeel Hook,1,1:31
"August 04, 2018",TJ Dillashaw,Cody Garbrandt,TJ Dillashaw,Bantamweight,KO/TKOPunches,1,4:10
"August 04, 2018",Henry Cejudo,Demetrious Johnson,Henry Cejudo,Flyweight,S-DEC,5,5:00
"August 04, 2018",Renato Moicano,Cub Swanson,Renato Moicano,Featherweight,SUBRear Naked Choke,1,4:15
"August 04, 2018",JJ Aldrich,Polyana Viana,JJ Aldrich,Women's Strawweight,U-DEC,3,5:00
"August 04, 2018",Thiago Santos,Kevin Holland,Thiago Santos,Middleweight,U-DEC,3,5:00
"August 04, 2018",Pedro Munhoz,Brett Johns,Pedro Munhoz,Bantamweight,U-DEC,3,5:00
"August 04, 2018",Ricky Simon,Montel Jackson,Ricky Simon,Bantamweight,U-DEC,3,5:00
"August 04, 2018",Ricardo Ramos,Kyung Ho Kang,Ricardo Ramos,Bantamweight,S-DEC,3,5:00
"August 04, 2018",Sheymon Moraes,Matt Sayles,Sheymon Moraes,Featherweight,U-DEC,3,5:00
"August 04, 2018",Alex Perez,Jose Torres,Alex Perez,Flyweight,KO/TKOPunches,1,3:46
"August 04, 2018",Zhang Weili,Danielle Taylor,Zhang Weili,Women's Strawweight,U-DEC,3,5:00
"August 04, 2018",Marlon Vera,Wulijiburen,Marlon Vera,Bantamweight,KO/TKOPunch,2,4:53
"July 28, 2018",Dustin Poirier,Eddie Alvarez,Dustin Poirier,Lightweight,KO/TKOPunches,2,4:05
"July 28, 2018",Jose Aldo,Jeremy Stephens,Jose Aldo,Featherweight,KO/TKOPunches,1,4:19
"July 28, 2018",Joanna Jedrzejczyk,Tecia Pennington,Joanna Jedrzejczyk,Women's Strawweight,U-DEC,3,5:00
"July 28, 2018",Alexander Hernandez,Olivier Aubin-Mercier,Alexander Hernandez,Lightweight,U-DEC,3,5:00
"July 28, 2018",Jordan Mein,Alex Morono,Jordan Mein,Welterweight,U-DEC,3,5:00
"July 28, 2018",Hakeem Dawodu,Austin Arnett,Hakeem Dawodu,Featherweight,U-DEC,3,5:00
"July 28, 2018",Islam Makhachev,Kajan Johnson,Islam Makhachev,Lightweight,SUBArmbar,1,4:43
"July 28, 2018",Ion Cutelaba,Gadzhimurad Antigulov,Ion Cutelaba,Light Heavyweight,KO/TKOElbows,1,4:25
"July 28, 2018",John Makdessi,Ross Pearson,John Makdessi,Lightweight,U-DEC,3,5:00
"July 28, 2018",Katlyn Cerminara,Alexis Davis,Katlyn Cerminara,Women's Flyweight,U-DEC,3,5:00
"July 28, 2018",Dustin Ortiz,Matheus Nicolau,Dustin Ortiz,Flyweight,KO/TKOKick,1,3:49
"July 28, 2018",Nina Nunes,Randa Markos,Nina Nunes,Women's Strawweight,U-DEC,3,5:00
"July 28, 2018",Devin Powell,Alvaro Herrera Mendoza,Devin Powell,Lightweight,KO/TKOKicks,1,1:52
"July 22, 2018",Anthony Smith,Mauricio Rua,Anthony Smith,Light Heavyweight,KO/TKOPunches,1,1:29
"July 22, 2018",Corey Anderson,Glover Teixeira,Corey Anderson,Light Heavyweight,U-DEC,3,5:00
"July 22, 2018",Abu Azaitar,Vitor Miranda,Abu Azaitar,Middleweight,U-DEC,3,5:00
"July 22, 2018",Marcin Tybura,Stefan Struve,Marcin Tybura,Heavyweight,U-DEC,3,5:00
"July 22, 2018",Danny Roberts,David Zawada,Danny Roberts,Welterweight,S-DEC,3,5:00
"July 22, 2018",Nasrat Haqparast,Marc Diakiese,Nasrat Haqparast,Lightweight,U-DEC,3,5:00
"July 22, 2018",Damir Hadzovic,Nick Hein,Damir Hadzovic,Lightweight,S-DEC,3,5:00
"July 22, 2018",Bartosz Fabinski,Emil Meek,Bartosz Fabinski,Welterweight,U-DEC,3,5:00
"July 22, 2018",Nad Narimani,Khalid Taha,Nad Narimani,Featherweight,U-DEC,3,5:00
"July 22, 2018",Aleksandar Rakic,Justin Ledet,Aleksandar Rakic,Light Heavyweight,U-DEC,3,5:00
"July 22, 2018",Manny Bermudez,Davey Grant,Manny Bermudez,Bantamweight,SUBTriangle Choke,1,0:59
"July 22, 2018",Darko Stosic,Jeremy Kimball,Darko Stosic,Light Heavyweight,KO/TKOElbows,1,3:13
"July 22, 2018",Pingyuan Liu,Damian Stasiak,Pingyuan Liu,Bantamweight,U-DEC,3,5:00
"July 14, 2018",Junior Dos Santos,Blagoy Ivanov,Junior Dos Santos,Heavyweight,U-DEC,5,5:00
"July 14, 2018",Sage Northcutt,Zak Ottow,Sage Northcutt,Welterweight,KO/TKOPunch,2,3:13
"July 14, 2018",Ricky Glenn,Dennis Bermudez,Ricky Glenn,Featherweight,S-DEC,3,5:00
"July 14, 2018",Niko Price,Randy Brown,Niko Price,Welterweight,KO/TKOPunch,2,1:09
"July 14, 2018",Chad Mendes,Myles Jury,Chad Mendes,Featherweight,KO/TKOPunch,1,2:52
"July 14, 2018",Cat Zingano,Marion Reneau,Cat Zingano,Women's Bantamweight,U-DEC,3,5:00
"July 14, 2018",Alejandro Perez,Eddie Wineland,Alejandro Perez,Bantamweight,U-DEC,3,5:00
"July 14, 2018",Alexander Volkanovski,Darren Elkins,Alexander Volkanovski,Featherweight,U-DEC,3,5:00
"July 14, 2018",Said Nurmagomedov,Justin Scoggins,Said Nurmagomedov,Flyweight,S-DEC,3,5:00
"July 14, 2018",Raoni Barcelos,Kurt Holobaugh,Raoni Barcelos,Featherweight,KO/TKOPunch,3,1:29
"July 14, 2018",Liz Carmouche,Jennifer Maia,Liz Carmouche,Women's Flyweight,U-DEC,3,5:00
"July 14, 2018",Mark De La Rosa,Elias Garcia,Mark De La Rosa,Flyweight,SUBRear Naked Choke,2,2:00
"July 14, 2018",Jessica Aguilar,Jodie Esquibel,Jessica Aguilar,Women's Strawweight,U-DEC,3,5:00
"July 07, 2018",Daniel Cormier,Stipe Miocic,Daniel Cormier,Heavyweight,KO/TKOPunches,1,4:33
"July 07, 2018",Derrick Lewis,Francis Ngannou,Derrick Lewis,Heavyweight,U-DEC,3,5:00
"July 07, 2018",Mike Perry,Paul Felder,Mike Perry,Welterweight,S-DEC,3,5:00
"July 07, 2018",Anthony Pettis,Michael Chiesa,Anthony Pettis,Lightweight,SUBTriangle Choke,2,0:52
"July 07, 2018",Khalil Rountree Jr.,Gokhan Saki,Khalil Rountree Jr.,Light Heavyweight,KO/TKOPunches,1,1:36
"July 07, 2018",Paulo Costa,Uriah Hall,Paulo Costa,Middleweight,KO/TKOPunches,2,2:38
"July 07, 2018",Raphael Assuncao,Rob Font,Raphael Assuncao,Bantamweight,U-DEC,3,5:00
"July 07, 2018",Drakkar Klose,Lando Vannata,Drakkar Klose,Lightweight,U-DEC,3,5:00
"July 07, 2018",Curtis Millender,Max Griffin,Curtis Millender,Welterweight,U-DEC,3,5:00
"July 07, 2018",Dan Hooker,Gilbert Burns,Dan Hooker,Lightweight,KO/TKOPunches,1,2:28
"July 07, 2018",Emily Whitmire,Jamie Moyle,Emily Whitmire,Women's Strawweight,U-DEC,3,5:00
"July 06, 2018",Israel Adesanya,Brad Tavares,Israel Adesanya,Middleweight,U-DEC,5,5:00
"July 06, 2018",Michael Trizano,Joe Giannetti,Michael Trizano,Lightweight,S-DEC,3,5:00
"July 06, 2018",Brad Katona,Jay Cucciniello,Brad Katona,Featherweight,U-DEC,3,5:00
"July 06, 2018",Alex Caceres,Martin Bravo,Alex Caceres,Featherweight,S-DEC,3,5:00
"July 06, 2018",Roxanne Modafferi,Barb Honchak,Roxanne Modafferi,Women's Flyweight,KO/TKOElbows,2,3:32
"July 06, 2018",Alessio Di Chirico,Julian Marquez,Alessio Di Chirico,Middleweight,S-DEC,3,5:00
"July 06, 2018",Montana De La Rosa,Rachael Ostovich,Montana De La Rosa,Women's Flyweight,SUBRear Naked Choke,3,4:21
"July 06, 2018",Luis Pena,Richie Smullen,Luis Pena,Lightweight,SUBGuillotine Choke,1,3:32
"July 06, 2018",John Gunther,Allan Zuniga,John Gunther,Lightweight,M-DEC,3,5:00
"July 06, 2018",Bryce Mitchell,Tyler Diamond,Bryce Mitchell,Featherweight,M-DEC,3,5:00
"July 06, 2018",Steven Peterson,Matt Bessette,Steven Peterson,Featherweight,S-DEC,3,5:00
"July 06, 2018",Gerald Meerschaert,Oskar Piechota,Gerald Meerschaert,Middleweight,SUBRear Naked Choke,2,4:55
"June 23, 2018",Leon Edwards,Donald Cerrone,Leon Edwards,Welterweight,U-DEC,5,5:00
"June 23, 2018",Ovince Saint Preux,Tyson Pedro,Ovince Saint Preux,Light Heavyweight,SUBArmbar,1,2:54
"June 23, 2018",Jessica Eye,Jessica-Rose Clark,Jessica Eye,Women's Flyweight,U-DEC,3,5:00
"June 23, 2018",Li Jingliang,Daichi Abe,Li Jingliang,Welterweight,U-DEC,3,5:00
"June 23, 2018",Petr Yan,Teruto Ishihara,Petr Yan,Bantamweight,KO/TKOPunch,1,3:28
"June 23, 2018",Song Yadong,Felipe Arantes,Song Yadong,Bantamweight,KO/TKOElbow,2,4:59
"June 23, 2018",Shane Young,Rolando Dy,Shane Young,Featherweight,KO/TKOElbow,2,4:40
"June 23, 2018",Song Kenan,Hector Aldana,Song Kenan,Welterweight,KO/TKOPunch,2,4:45
"June 23, 2018",Jake Matthews,Shinsho Anzai,Jake Matthews,Welterweight,SUBRear Naked Choke,1,2:44
"June 23, 2018",Yan Xiaonan,Viviane Pereira,Yan Xiaonan,Women's Strawweight,U-DEC,3,5:00
"June 23, 2018",Matt Schnell,Naoki Inoue,Matt Schnell,Flyweight,S-DEC,3,5:00
"June 23, 2018",Yuta Sasaki,Jenel Lausa,Yuta Sasaki,Flyweight,SUBRear Naked Choke,2,4:04
"June 23, 2018",Ji Yeon Kim,Melinda Fabian,Ji Yeon Kim,Women's Flyweight,S-DEC,3,5:00
"June 09, 2018",Robert Whittaker,Yoel Romero,Robert Whittaker,Middleweight,S-DEC,5,5:00
"June 09, 2018",Colby Covington,Rafael Dos Anjos,Colby Covington,Welterweight,U-DEC,5,5:00
"June 09, 2018",Holly Holm,Megan Anderson,Holly Holm,Women's Featherweight,U-DEC,3,5:00
"June 09, 2018",Tai Tuivasa,Andrei Arlovski,Tai Tuivasa,Heavyweight,U-DEC,3,5:00
"June 09, 2018",CM Punk,Mike Jackson,Draw/NC,Welterweight,Overturned,3,5:00
"June 09, 2018",Curtis Blaydes,Alistair Overeem,Curtis Blaydes,Heavyweight,KO/TKOElbows,3,2:56
"June 09, 2018",Claudia Gadelha,Carla Esparza,Claudia Gadelha,Women's Strawweight,S-DEC,3,5:00
"June 09, 2018",Mirsad Bektic,Ricardo Lamas,Mirsad Bektic,Featherweight,S-DEC,3,5:00
"June 09, 2018",Chris de la Rocha,Rashad Coulter,Chris de la Rocha,Heavyweight,KO/TKOPunches,2,3:53
"June 09, 2018",Anthony Smith,Rashad Evans,Anthony Smith,Light Heavyweight,KO/TKOKnee,1,0:53
"June 09, 2018",Sergio Pettis,Joseph Benavidez,Sergio Pettis,Flyweight,S-DEC,3,5:00
"June 09, 2018",Charles Oliveira,Clay Guida,Charles Oliveira,Lightweight,SUBGuillotine Choke,1,2:18
"June 09, 2018",Dan Ige,Mike Santiago,Dan Ige,Featherweight,KO/TKOPunches,1,0:50
"June 01, 2018",Marlon Moraes,Jimmie Rivera,Marlon Moraes,Bantamweight,KO/TKOKick,1,0:33
"June 01, 2018",Gregor Gillespie,Vinc Pichel,Gregor Gillespie,Lightweight,SUBArm Triangle,2,4:06
"June 01, 2018",Walt Harris,Daniel Spitz,Walt Harris,Heavyweight,KO/TKOPunches,2,4:59
"June 01, 2018",Ben Saunders,Jake Ellenberger,Ben Saunders,Welterweight,KO/TKOKnee,1,1:56
"June 01, 2018",Julio Arce,Daniel Teymur,Julio Arce,Featherweight,SUBRear Naked Choke,3,2:55
"June 01, 2018",Sam Alvey,Gian Villante,Sam Alvey,Light Heavyweight,S-DEC,3,5:00
"June 01, 2018",Sijara Eubanks,Lauren Murphy,Sijara Eubanks,Women's Flyweight,U-DEC,3,5:00
"June 01, 2018",David Teymur,Nik Lentz,David Teymur,Lightweight,U-DEC,3,5:00
"June 01, 2018",Belal Muhammad,Chance Rencountre,Belal Muhammad,Welterweight,U-DEC,3,5:00
"June 01, 2018",Desmond Green,Gleison Tibau,Desmond Green,Lightweight,U-DEC,3,5:00
"June 01, 2018",Nathaniel Wood,Johnny Eduardo,Nathaniel Wood,Bantamweight,SUBD'Arce Choke,2,2:18
"June 01, 2018",Jose Torres,Jarred Brooks,Jose Torres,Flyweight,KO/TKOPunches,2,2:55
